x,value
0.00390625,0.6666666666666667
0.01171875,0.6666666666666667
0.01953125,0.6666666666666667
0.02734375,0.6666666666666667
0.03515625,0.6666666666666667
0.04296875,0.6666666666666667
0.05078125,0.6666666666666667
0.05859375,0.6666666666666667
0.06640625,0.6666666666666667
0.07421875,0.6666666666666667
0.08203125,0.6666666666666667
0.08984375,0.6666666666666667
0.09765625,0.6666666666666667
0.10546875,0.6666666666666667
0.11328125,0.6666666666666667
0.12109375,0.6666666666666667
0.12890625,0.6666666666666667
0.13671875,0.6666666666666667
0.14453125,0.6666666666666667
0.15234375,0.6666666666666667
0.16015625,0.6666666666666667
0.16796875,0.6666666666666667
0.17578125,0.6666666666666667
0.18359375,0.666666666666652
0.19140625,0.6666666666666136
0.19921875,0.666666666666644
0.20703125,0.6666666666684647
0.21484375,0.666666666675247
0.22265625,0.6666666662120222
0.23046875,0.666666664203301
0.23828125,0.6666666627619826
0.24609375,0.6666667872856957
0.25390625,0.666667083137084
0.26171875,0.6666665565080027
0.26953125,0.6666484916366081
0.27734375,0.6666068363648323
0.28515625,0.6665752668759974
0.29296875,0.6665709477892172
0.30078125,0.6665158748762654
0.30859375,0.6624792783879305
0.31640625,0.6479803863112047
0.32421875,0.6240648955720124
0.33203125,0.5953545628821478
0.33984375,0.5654506706940469
0.34765625,0.5359470152750526
0.35546875,0.5073351719840534
0.36328125,0.4797855194146701
0.37109375,0.45338075492387203
0.37890625,0.4281859999751659
0.38671875,0.40416288955600227
0.39453125,0.3812971303533078
0.40234375,0.3595472673619168
0.41015625,0.3392869605395798
0.41796875,0.32147939406988396
0.42578125,0.3087244499188255
0.43359375,0.3036889947468779
0.44140625,0.30426618723937693
0.44921875,0.3013812288257466
0.45703125,0.303915173892313
0.46484375,0.38938015683805116
0.47265625,0.48141847024963275
0.48046875,0.4082579154986409
0.48828125,0.3522697232329136
0.49609375,0.3430449560331614
0.50390625,0.3411820686159314
0.51171875,0.34504524875073844
0.51953125,0.34793378067628666
0.52734375,0.34497707948632195
0.53515625,0.3427874655304817
0.54296875,0.34175775883818654
0.55078125,0.3435905714053798
0.55859375,0.3484759746022902
0.56640625,0.34584636078765246
0.57421875,0.3432123220396183
0.58203125,0.3445879076716557
0.58984375,0.34545271466670907
0.59765625,0.34340384632966453
0.60546875,0.3413044098504325
0.61328125,0.34242046467626314
0.62109375,0.3436661766806451
0.62890625,0.3419532995653565
0.63671875,0.3320129519426096
0.64453125,0.2878429512342767
0.65234375,0.15748127770928358
0.66015625,0.06930114397015742
0.66796875,0.059639587207618236
0.67578125,0.05886208116302953
0.68359375,0.059121527475481425
0.69140625,0.058794508289765554
0.69921875,0.0585478246926731
0.70703125,0.05844352037176393
0.71484375,0.05842190960601605
0.72265625,0.05842927950822649
0.73046875,0.058395685738811196
0.73828125,0.05823071971931763
0.74609375,0.05778582034101332
0.75390625,0.057210430444133736
0.76171875,0.056875968711617826
0.76953125,0.05690218233140591
0.77734375,0.05723974454351622
0.78515625,0.057807114667958265
0.79296875,0.05855374885246679
0.80078125,0.059433411565626766
0.80859375,0.060378375354623065
0.81640625,0.06130592862229116
0.82421875,0.06214874859919007
0.83203125,0.06288899051398016
0.83984375,0.06357184915251228
0.84765625,0.06427904925098187
0.85546875,0.06506825041707084
0.86328125,0.06590684168576956
0.87109375,0.06664737101929068
0.87890625,0.06709110569469864
0.88671875,0.06714622695964065
0.89453125,0.06693938593422215
0.90234375,0.06671665152036456
0.91015625,0.06663985127654641
0.91796875,0.06664949230881835
0.92578125,0.06666499338178845
0.93359375,0.06666673164650476
0.94140625,0.0666666903066778
0.94921875,0.06666666832537242
0.95703125,0.066666665806993
0.96484375,0.06666666634843633
0.97265625,0.06666666666195029
0.98046875,0.06666666666866876
0.98828125,0.06666666666745959
0.99609375,0.06666666666665534
